,",period_begin",period_end,period_duration,region_type,region_type_id,table_id,is_seasonally_adjusted,region,city,state,state_code,property_type,property_type_id,median_sale_price,median_sale_price_mom,median_sale_price_yoy,median_list_price,median_list_price_mom,median_list_price_yoy,median_ppsf,median_ppsf_mom,median_ppsf_yoy,median_list_ppsf,median_list_ppsf_mom,median_list_ppsf_yoy,homes_sold,homes_sold_mom,homes_sold_yoy,pending_sales,pending_sales_mom,pending_sales_yoy,new_listings,new_listings_mom,new_listings_yoy,inventory,inventory_mom,inventory_yoy,months_of_supply,months_of_supply_mom,months_of_supply_yoy,median_dom,median_dom_mom,median_dom_yoy,avg_sale_to_list,avg_sale_to_list_mom,avg_sale_to_list_yoy,sold_above_list,sold_above_list_mom,sold_above_list_yoy,price_drops,price_drops_mom,price_drops_yoy,off_market_in_two_weeks,off_market_in_two_weeks_mom,off_market_in_two_weeks_yoy,parent_metro_region,parent_metro_region_metro_code,last_updated
1,2015-12-01,2016-02-29,90,zip code,2,33659,f,Zip Code: 77979,,Texas,TX,All Residential,-1,168000,0.0,-0.2566371681415928,222500,0.5344827586206897,0.0853658536585366,94.11764705882352,0.0,-0.2414809983365274,109.33787561146052,0.1342424065956562,-0.0314893428387187,7,-0.2222222222222222,2.5,,,,16,0.7777777777777776,7.0,26,0.3684210526315789,1.8888888888888888,,,,69,0.0,-145.5,0.9723415239879296,0.0117165002599055,0.034410489505171,0.1428571428571428,0.0317460317460317,0.1428571428571428,,,,,,,"Port Lavaca, TX",38920,2023-01-15 14:45:07
