,",period_begin",period_end,period_duration,region_type,region_type_id,table_id,is_seasonally_adjusted,region,city,state,state_code,property_type,property_type_id,median_sale_price,median_sale_price_mom,median_sale_price_yoy,median_list_price,median_list_price_mom,median_list_price_yoy,median_ppsf,median_ppsf_mom,median_ppsf_yoy,median_list_ppsf,median_list_ppsf_mom,median_list_ppsf_yoy,homes_sold,homes_sold_mom,homes_sold_yoy,pending_sales,pending_sales_mom,pending_sales_yoy,new_listings,new_listings_mom,new_listings_yoy,inventory,inventory_mom,inventory_yoy,months_of_supply,months_of_supply_mom,months_of_supply_yoy,median_dom,median_dom_mom,median_dom_yoy,avg_sale_to_list,avg_sale_to_list_mom,avg_sale_to_list_yoy,sold_above_list,sold_above_list_mom,sold_above_list_yoy,price_drops,price_drops_mom,price_drops_yoy,off_market_in_two_weeks,off_market_in_two_weeks_mom,off_market_in_two_weeks_yoy,parent_metro_region,parent_metro_region_metro_code,last_updated
2,2016-08-01,2016-10-31,90,zip code,2,28551,f,Zip Code: 66066,,Kansas,KS,All Residential,-1,131750,1.4443413729128016,0.1511577107907382,266500,0.0,0.7226890756302522,61.81712962962963,1.0506313131313134,-0.213374995367944,89.92488331388566,0.0,0.251810517534317,2,-0.3333333333333333,-0.5,,,,2,0.0,0.0,6,-0.1428571428571429,0.1999999999999999,,,,129,-14.0,-32.0,0.9798365454753424,0.0605306271592923,0.0215652468814631,0.0,0.0,0.0,,,,,,,"Topeka, KS",45820,2023-01-15 14:45:07
