,",period_begin",period_end,period_duration,region_type,region_type_id,table_id,is_seasonally_adjusted,region,city,state,state_code,property_type,property_type_id,median_sale_price,median_sale_price_mom,median_sale_price_yoy,median_list_price,median_list_price_mom,median_list_price_yoy,median_ppsf,median_ppsf_mom,median_ppsf_yoy,median_list_ppsf,median_list_ppsf_mom,median_list_ppsf_yoy,homes_sold,homes_sold_mom,homes_sold_yoy,pending_sales,pending_sales_mom,pending_sales_yoy,new_listings,new_listings_mom,new_listings_yoy,inventory,inventory_mom,inventory_yoy,months_of_supply,months_of_supply_mom,months_of_supply_yoy,median_dom,median_dom_mom,median_dom_yoy,avg_sale_to_list,avg_sale_to_list_mom,avg_sale_to_list_yoy,sold_above_list,sold_above_list_mom,sold_above_list_yoy,price_drops,price_drops_mom,price_drops_yoy,off_market_in_two_weeks,off_market_in_two_weeks_mom,off_market_in_two_weeks_yoy,parent_metro_region,parent_metro_region_metro_code,last_updated
0,2020-11-01,2021-01-31,90,zip code,2,23475,f,Zip Code: 54956,,Wisconsin,WI,Single Family Residential,6,215450,-0.0206818181818181,0.07725,212900,0.014292520247737,0.1834352418010005,113.5150653257531,-0.038960183713839,0.0629080826296306,114.24175824175823,0.0185741759185247,0.0517289760217896,146,-0.1797752808988764,-0.0580645161290322,34.0,-0.15,0.6999999999999998,103,-0.1416666666666667,0.03,77,-0.0941176470588235,-0.3304347826086956,,,,55,-1.0,-2.0,1.0040735786822002,-0.0068863155044125,0.012874026267002,0.4931506849315068,-0.0461751577651223,0.1512152010605391,,,,0.0294117647058823,0.0044117647058823,0.0294117647058823,"Oshkosh, WI",36780,2023-01-15 14:45:07
